"T","TMean","TPrime2Mean","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","alphat","epsilon","k","kMean","kPrime2Mean","nut","p","pMean","pPrime2Mean","rho","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.501617e+02,3.501617e+02,1.820778e-11,-3.124477e-01,-2.559642e+01,4.229530e-16,-2.273024e-01,-2.560076e+01,4.230494e-16,3.152428e-03,4.298810e-05,1.333189e-37,-3.318051e-04,-5.834589e-22,4.030008e-21,1.415896e-01,2.753873e+05,5.924947e+02,5.924947e+02,-3.798942e-09,1.147510e-01,1.243020e+05,1.247896e+05,8.174460e+04,1.233882e+00,0.000000e+00,1,1.171200e-01,-2.880000e-03,1.000000e-01,0.000000e+00
3.501587e+02,3.501587e+02,1.236980e-12,-2.912558e-01,-2.567362e+01,3.559623e-16,-2.061216e-01,-2.567739e+01,3.560434e-16,3.154278e-03,3.694948e-05,9.873157e-38,-3.029444e-04,-4.773590e-22,3.411794e-21,1.418529e-01,2.744393e+05,5.920216e+02,5.920216e+02,-4.178538e-09,1.149628e-01,1.243027e+05,1.247902e+05,8.174484e+04,1.233899e+00,0.000000e+00,1,1.173600e-01,-2.640000e-03,1.000000e-01,0.000000e+00
3.501553e+02,3.501553e+02,-2.635326e-11,-2.705277e-01,-2.574529e+01,2.658964e-16,-1.856288e-01,-2.574850e+01,2.659583e-16,3.158318e-03,3.086668e-05,6.323438e-38,-2.738219e-04,-3.479402e-22,2.617089e-21,1.421209e-01,2.734832e+05,5.915453e+02,5.915453e+02,-4.411051e-09,1.151778e-01,1.243037e+05,1.247912e+05,8.174545e+04,1.233921e+00,0.000000e+00,1,1.176000e-01,-2.400000e-03,1.000000e-01,0.000000e+00
3.501518e+02,3.501518e+02,-5.206112e-11,-2.504685e-01,-2.581742e+01,1.879647e-16,-1.657925e-01,-2.582008e+01,1.880090e-16,3.162243e-03,2.476269e-05,2.927362e-38,-2.444423e-04,-2.354273e-22,1.933868e-21,1.423892e-01,2.725202e+05,5.910640e+02,5.910640e+02,-4.619405e-09,1.153930e-01,1.243047e+05,1.247921e+05,8.174598e+04,1.233943e+00,0.000000e+00,1,1.178400e-01,-2.160000e-03,1.000000e-01,0.000000e+00
3.501492e+02,3.501492e+02,-6.116997e-11,-2.312024e-01,-2.587629e+01,1.341799e-16,-1.466659e-01,-2.587843e+01,1.342114e-16,3.163346e-03,1.973630e-05,7.036675e-39,-2.157877e-04,-1.596134e-22,1.447845e-21,1.425949e-01,2.716687e+05,5.905717e+02,5.905717e+02,-4.567933e-09,1.155582e-01,1.243053e+05,1.247926e+05,8.174598e+04,1.233957e+00,0.000000e+00,1,1.180800e-01,-1.920000e-03,1.000000e-01,0.000000e+00
3.501483e+02,3.501483e+02,-4.021502e-11,-2.124091e-01,-2.590784e+01,1.084858e-16,-1.278656e-01,-2.590951e+01,1.085113e-16,3.158997e-03,1.690034e-05,5.689227e-39,-1.890113e-04,-1.290491e-22,1.170598e-21,1.426751e-01,2.710517e+05,5.900657e+02,5.900657e+02,-4.037032e-09,1.156231e-01,1.243051e+05,1.247923e+05,8.174504e+04,1.233958e+00,0.000000e+00,1,1.183200e-01,-1.680000e-03,1.000000e-01,0.000000e+00
3.501474e+02,3.501474e+02,-1.926007e-11,-1.936159e-01,-2.593938e+01,8.279183e-17,-1.090653e-01,-2.594060e+01,8.281128e-17,3.154648e-03,1.406438e-05,4.341779e-39,-1.622348e-04,-9.848485e-23,8.933511e-22,1.427553e-01,2.704346e+05,5.895598e+02,5.895598e+02,-3.506130e-09,1.156880e-01,1.243049e+05,1.247920e+05,8.174409e+04,1.233959e+00,0.000000e+00,1,1.185600e-01,-1.440000e-03,1.000000e-01,0.000000e+00
3.501465e+02,3.501465e+02,1.694889e-12,-1.748226e-01,-2.597093e+01,5.709781e-17,-9.026498e-02,-2.597168e+01,5.711122e-17,3.150299e-03,1.122843e-05,2.994330e-39,-1.354584e-04,-6.792058e-23,6.161042e-22,1.428355e-01,2.698175e+05,5.890538e+02,5.890538e+02,-2.975229e-09,1.157529e-01,1.243046e+05,1.247917e+05,8.174316e+04,1.233960e+00,0.000000e+00,1,1.188000e-01,-1.200000e-03,1.000000e-01,0.000000e+00
3.501455e+02,3.501455e+02,2.264984e-11,-1.560294e-01,-2.600248e+01,3.140380e-17,-7.146466e-02,-2.600276e+01,3.141117e-17,3.145950e-03,8.392471e-06,1.646882e-39,-1.086819e-04,-3.735632e-23,3.388573e-22,1.429157e-01,2.692004e+05,5.885479e+02,5.885479e+02,-2.444327e-09,1.158178e-01,1.243044e+05,1.247915e+05,8.174221e+04,1.233961e+00,0.000000e+00,1,1.190400e-01,-9.600000e-04,1.000000e-01,0.000000e+00
3.501446e+02,3.501446e+02,4.360479e-11,-1.372361e-01,-2.603403e+01,5.709783e-18,-5.266434e-02,-2.603385e+01,5.711124e-18,3.141601e-03,5.556516e-06,2.994337e-40,-8.190543e-05,-6.792061e-24,6.161044e-23,1.429959e-01,2.685834e+05,5.880420e+02,5.880420e+02,-1.913426e-09,1.158827e-01,1.243041e+05,1.247912e+05,8.174127e+04,1.233962e+00,0.000000e+00,1,1.192800e-01,-7.200000e-04,1.000000e-01,0.000000e+00
3.501444e+02,3.501444e+02,1.661232e-10,-1.188699e-01,-2.604172e+01,0.000000e+00,-3.428417e-02,-2.604107e+01,0.000000e+00,3.140755e-03,4.899212e-06,0.000000e+00,-5.499342e-05,0.000000e+00,0.000000e+00,1.430136e-01,2.684422e+05,5.879248e+02,5.879248e+02,-1.245956e-09,1.158970e-01,1.243041e+05,1.247911e+05,8.174092e+04,1.233963e+00,0.000000e+00,1,1.195200e-01,-4.800000e-04,1.000000e-01,0.000000e+00
3.501444e+02,3.501444e+02,3.176597e-10,-1.006258e-01,-2.604260e+01,0.000000e+00,-1.602403e-02,-2.604147e+01,0.000000e+00,3.140910e-03,4.864379e-06,0.000000e+00,-2.804269e-05,0.000000e+00,0.000000e+00,1.430135e-01,2.684370e+05,5.879188e+02,5.879188e+02,-5.394672e-10,1.158969e-01,1.243042e+05,1.247911e+05,8.174075e+04,1.233963e+00,0.000000e+00,1,1.197600e-01,-2.400000e-04,1.000000e-01,0.000000e+00
3.501444e+02,3.501444e+02,4.691962e-10,-8.238167e-02,-2.604347e+01,0.000000e+00,2.236103e-03,-2.604188e+01,0.000000e+00,3.141065e-03,4.829547e-06,0.000000e+00,-1.091963e-06,0.000000e+00,0.000000e+00,1.430134e-01,2.684318e+05,5.879127e+02,5.879127e+02,1.670216e-10,1.158967e-01,1.243042e+05,1.247911e+05,8.174058e+04,1.233964e+00,0.000000e+00,1,1.200000e-01,0.000000e+00,1.000000e-01,0.000000e+00
3.501444e+02,3.501444e+02,6.207326e-10,-6.413754e-02,-2.604435e+01,0.000000e+00,2.049624e-02,-2.604229e+01,0.000000e+00,3.141220e-03,4.794715e-06,0.000000e+00,2.585877e-05,0.000000e+00,0.000000e+00,1.430133e-01,2.684267e+05,5.879066e+02,5.879066e+02,8.735105e-10,1.158966e-01,1.243043e+05,1.247911e+05,8.174040e+04,1.233965e+00,0.000000e+00,1,1.202400e-01,2.400000e-04,1.000000e-01,0.000000e+00
3.501444e+02,3.501444e+02,7.722691e-10,-4.589341e-02,-2.604522e+01,0.000000e+00,3.875637e-02,-2.604269e+01,0.000000e+00,3.141375e-03,4.759882e-06,0.000000e+00,5.280950e-05,0.000000e+00,0.000000e+00,1.430133e-01,2.684214e+05,5.879006e+02,5.879006e+02,1.579999e-09,1.158964e-01,1.243043e+05,1.247911e+05,8.174023e+04,1.233966e+00,0.000000e+00,1,1.204800e-01,4.800000e-04,1.000000e-01,0.000000e+00
3.501446e+02,3.501446e+02,8.858562e-10,-2.752183e-02,-2.603927e+01,0.000000e+00,5.714486e-02,-2.603626e+01,0.000000e+00,3.142445e-03,5.348458e-06,0.000000e+00,7.972072e-05,0.000000e+00,0.000000e+00,1.429953e-01,2.685527e+05,5.880060e+02,5.880060e+02,2.115660e-09,1.158818e-01,1.243045e+05,1.247912e+05,8.174016e+04,1.233967e+00,0.000000e+00,1,1.207200e-01,7.200000e-04,1.000000e-01,0.000000e+00
3.501455e+02,3.501455e+02,8.666204e-10,-8.704172e-03,-2.600940e+01,0.000000e+00,7.598259e-02,-2.600591e+01,0.000000e+00,3.146717e-03,8.118964e-06,0.000000e+00,1.064936e-04,0.000000e+00,0.000000e+00,1.429148e-01,2.691613e+05,5.885019e+02,5.885019e+02,2.053420e-09,1.158165e-01,1.243049e+05,1.247915e+05,8.174044e+04,1.233968e+00,0.000000e+00,1,1.209600e-01,9.600000e-04,1.000000e-01,0.000000e+00
3.501465e+02,3.501465e+02,8.473847e-10,1.011349e-02,-2.597954e+01,0.000000e+00,9.482031e-02,-2.597556e+01,0.000000e+00,3.150989e-03,1.088947e-05,0.000000e+00,1.332665e-04,0.000000e+00,0.000000e+00,1.428342e-01,2.697700e+05,5.889977e+02,5.889977e+02,1.991180e-09,1.157512e-01,1.243053e+05,1.247918e+05,8.174073e+04,1.233968e+00,0.000000e+00,1,1.212000e-01,1.200000e-03,1.000000e-01,0.000000e+00
3.501474e+02,3.501474e+02,8.281488e-10,2.893115e-02,-2.594967e+01,0.000000e+00,1.136580e-01,-2.594522e+01,0.000000e+00,3.155260e-03,1.365998e-05,0.000000e+00,1.600395e-04,0.000000e+00,0.000000e+00,1.427537e-01,2.703787e+05,5.894936e+02,5.894936e+02,1.928939e-09,1.156859e-01,1.243057e+05,1.247922e+05,8.174101e+04,1.233969e+00,0.000000e+00,1,1.214400e-01,1.440000e-03,1.000000e-01,0.000000e+00
3.501483e+02,3.501483e+02,8.089130e-10,4.774881e-02,-2.591980e+01,0.000000e+00,1.324958e-01,-2.591487e+01,0.000000e+00,3.159532e-03,1.643048e-05,0.000000e+00,1.868124e-04,0.000000e+00,0.000000e+00,1.426732e-01,2.709874e+05,5.899894e+02,5.899894e+02,1.866699e-09,1.156206e-01,1.243061e+05,1.247925e+05,8.174130e+04,1.233969e+00,0.000000e+00,1,1.216800e-01,1.680000e-03,1.000000e-01,0.000000e+00
3.501492e+02,3.501492e+02,7.896773e-10,6.656647e-02,-2.588994e+01,0.000000e+00,1.513335e-01,-2.588452e+01,0.000000e+00,3.163803e-03,1.920099e-05,0.000000e+00,2.135853e-04,0.000000e+00,0.000000e+00,1.425927e-01,2.715961e+05,5.904854e+02,5.904854e+02,1.804459e-09,1.155553e-01,1.243065e+05,1.247928e+05,8.174159e+04,1.233970e+00,0.000000e+00,1,1.219200e-01,1.920000e-03,1.000000e-01,0.000000e+00
3.501518e+02,3.501518e+02,6.743681e-10,8.551717e-02,-2.583295e+01,4.305388e-17,1.704501e-01,-2.582700e+01,4.303643e-17,3.162450e-03,2.415543e-05,4.448666e-39,2.421906e-04,-8.003689e-23,-5.512292e-22,1.423867e-01,2.724373e+05,5.909655e+02,5.909655e+02,1.556374e-09,1.153896e-01,1.243062e+05,1.247923e+05,8.174082e+04,1.233956e+00,0.000000e+00,1,1.221600e-01,2.160000e-03,1.000000e-01,0.000000e+00
3.501553e+02,3.501553e+02,5.092366e-10,1.050692e-01,-2.576281e+01,1.076330e-16,1.902515e-01,-2.575629e+01,1.075894e-16,3.158193e-03,3.018222e-05,1.112170e-38,2.714883e-04,-2.000501e-22,-1.377715e-21,1.421181e-01,2.733892e+05,5.914338e+02,5.914338e+02,1.219548e-09,1.151739e-01,1.243055e+05,1.247915e+05,8.173947e+04,1.233936e+00,0.000000e+00,1,1.224000e-01,2.400000e-03,1.000000e-01,0.000000e+00
3.501587e+02,3.501587e+02,3.419602e-10,1.252638e-01,-2.569316e+01,1.722099e-16,2.107078e-01,-2.568606e+01,1.721402e-16,3.153825e-03,3.618543e-05,1.779475e-38,3.005172e-04,-3.200127e-22,-2.203769e-21,1.418498e-01,2.743343e+05,5.918973e+02,5.918973e+02,8.877467e-10,1.149585e-01,1.243047e+05,1.247906e+05,8.173806e+04,1.233915e+00,0.000000e+00,1,1.226400e-01,2.640000e-03,1.000000e-01,0.000000e+00
3.501617e+02,3.501617e+02,1.883814e-10,1.463673e-01,-2.561798e+01,2.299520e-16,2.318489e-01,-2.561029e+01,2.298589e-16,3.151604e-03,4.214341e-05,2.376217e-38,3.292680e-04,-4.271608e-22,-2.941391e-21,1.415862e-01,2.752713e+05,5.923575e+02,5.923575e+02,4.882844e-10,1.147462e-01,1.243043e+05,1.247900e+05,8.173705e+04,1.233900e+00,0.000000e+00,1,1.228800e-01,2.880000e-03,1.000000e-01,0.000000e+00
3.501646e+02,3.501646e+02,4.897720e-11,1.681448e-01,-2.554275e+01,2.831434e-16,2.536534e-01,-2.553447e+01,2.830289e-16,3.149448e-03,4.806920e-05,2.925984e-38,3.577482e-04,-5.257613e-22,-3.619999e-21,1.413232e-01,2.762009e+05,5.928126e+02,5.928126e+02,1.108329e-10,1.145344e-01,1.243039e+05,1.247894e+05,8.173604e+04,1.233885e+00,0.000000e+00,1,1.231200e-01,3.120000e-03,1.000000e-01,0.000000e+00
3.501681e+02,3.501681e+02,3.250084e-11,1.857118e-01,-2.544770e+01,2.882503e-16,2.712280e-01,-2.543885e+01,2.881365e-16,3.150244e-03,5.573150e-05,3.957650e-38,3.860272e-04,-5.415151e-22,-3.770934e-21,1.410193e-01,2.775500e+05,5.936002e+02,5.936002e+02,-1.168152e-10,1.142893e-01,1.243038e+05,1.247892e+05,8.173554e+04,1.233871e+00,0.000000e+00,1,1.233600e-01,3.360000e-03,1.000000e-01,0.000000e+00
3.501719e+02,3.501719e+02,7.421144e-11,2.014132e-01,-2.534288e+01,2.669844e-16,2.869349e-01,-2.533347e+01,2.668835e-16,3.152448e-03,6.426233e-05,5.212756e-38,4.140859e-04,-5.092804e-22,-3.627334e-21,1.406946e-01,2.791081e+05,5.945540e+02,5.945540e+02,-2.477750e-10,1.140273e-01,1.243038e+05,1.247891e+05,8.173528e+04,1.233858e+00,0.000000e+00,1,1.236000e-01,3.600000e-03,1.000000e-01,0.000000e+00
3.501757e+02,3.501757e+02,1.156428e-10,2.177358e-01,-2.523877e+01,2.419451e-16,3.032772e-01,-2.522877e+01,2.418587e-16,3.154465e-03,7.275463e-05,6.422026e-38,4.418918e-04,-4.672068e-22,-3.432761e-21,1.403702e-01,2.806559e+05,5.955005e+02,5.955005e+02,-3.423721e-10,1.137656e-01,1.243039e+05,1.247889e+05,8.173498e+04,1.233845e+00,0.000000e+00,1,1.238400e-01,3.840000e-03,1.000000e-01,0.000000e+00
3.501795e+02,3.501795e+02,1.567945e-10,2.346802e-01,-2.513535e+01,2.131281e-16,3.202558e-01,-2.512476e+01,2.130578e-16,3.156296e-03,8.120838e-05,7.585410e-38,4.694445e-04,-4.152830e-22,-3.187156e-21,1.400462e-01,2.821935e+05,5.964398e+02,5.964398e+02,-4.005649e-10,1.135042e-01,1.243038e+05,1.247888e+05,8.173465e+04,1.233832e+00,0.000000e+00,1,1.240800e-01,4.080000e-03,1.000000e-01,0.000000e+00
3.501832e+02,3.501832e+02,1.976664e-10,2.522472e-01,-2.503262e+01,1.805290e-16,3.378714e-01,-2.502144e+01,1.804764e-16,3.157940e-03,8.962352e-05,8.702854e-38,4.967439e-04,-3.534977e-22,-2.890461e-21,1.397225e-01,2.837209e+05,5.973716e+02,5.973716e+02,-4.223118e-10,1.132431e-01,1.243038e+05,1.247886e+05,8.173427e+04,1.233818e+00,0.000000e+00,1,1.243200e-01,4.320000e-03,1.000000e-01,0.000000e+00
3.501872e+02,3.501872e+02,2.426986e-10,2.698289e-01,-2.492470e+01,1.452605e-16,3.555178e-01,-2.491290e+01,1.452253e-16,3.159197e-03,9.840137e-05,9.755689e-38,5.239158e-04,-2.862291e-22,-2.517401e-21,1.393848e-01,2.853334e+05,5.983519e+02,5.983519e+02,-4.324313e-10,1.129706e-01,1.243037e+05,1.247884e+05,8.173385e+04,1.233804e+00,0.000000e+00,1,1.245600e-01,4.560000e-03,1.000000e-01,0.000000e+00
3.501925e+02,3.501925e+02,3.151433e-10,2.842970e-01,-2.478143e+01,1.212054e-16,3.700756e-01,-2.476899e+01,1.211733e-16,3.159058e-03,1.095957e-04,1.069548e-37,5.516150e-04,-2.576773e-22,-2.040568e-21,1.389590e-01,2.875178e+05,5.996641e+02,5.996641e+02,-5.955076e-10,1.126274e-01,1.243035e+05,1.247881e+05,8.173338e+04,1.233783e+00,0.000000e+00,1,1.248000e-01,4.800000e-03,1.000000e-01,0.000000e+00
3.501978e+02,3.501978e+02,3.882075e-10,2.993689e-01,-2.463893e+01,1.076907e-16,3.852500e-01,-2.462585e+01,1.076570e-16,3.158748e-03,1.207488e-04,1.167160e-37,5.790747e-04,-2.573767e-22,-1.691114e-21,1.385336e-01,2.896885e+05,6.009667e+02,6.009667e+02,-7.875129e-10,1.122845e-01,1.243032e+05,1.247878e+05,8.173287e+04,1.233763e+00,0.000000e+00,1,1.250400e-01,5.040000e-03,1.000000e-01,0.000000e+00
3.502031e+02,3.502031e+02,4.618917e-10,3.150451e-01,-2.449723e+01,1.047286e-16,4.010419e-01,-2.448349e+01,1.046883e-16,3.158266e-03,1.318606e-04,1.268410e-37,6.062945e-04,-2.853595e-22,-1.469187e-21,1.381087e-01,2.918452e+05,6.022598e+02,6.022598e+02,-1.008480e-09,1.119420e-01,1.243030e+05,1.247874e+05,8.173231e+04,1.233743e+00,0.000000e+00,1,1.252800e-01,5.280000e-03,1.000000e-01,0.000000e+00
3.502083e+02,3.502083e+02,5.361969e-10,3.313265e-01,-2.435631e+01,1.123312e-16,4.174519e-01,-2.434190e+01,1.122794e-16,3.157614e-03,1.429309e-04,1.373300e-37,6.332743e-04,-3.416582e-22,-1.374930e-21,1.376841e-01,2.939881e+05,6.035433e+02,6.035433e+02,-1.258443e-09,1.115998e-01,1.243027e+05,1.247871e+05,8.173171e+04,1.233722e+00,0.000000e+00,1,1.255200e-01,5.520000e-03,1.000000e-01,0.000000e+00
3.502134e+02,3.502134e+02,6.111238e-10,3.482136e-01,-2.421618e+01,1.305106e-16,4.344808e-01,-2.420109e+01,1.304424e-16,3.156790e-03,1.539599e-04,1.481835e-37,6.600138e-04,-4.263055e-22,-1.408492e-21,1.372600e-01,2.961171e+05,6.048172e+02,6.048172e+02,-1.537434e-09,1.112579e-01,1.243024e+05,1.247867e+05,8.173106e+04,1.233701e+00,0.000000e+00,1,1.257600e-01,5.760000e-03,1.000000e-01,0.000000e+00
3.502186e+02,3.502186e+02,6.835970e-10,3.653993e-01,-2.407430e+01,1.597749e-16,4.518215e-01,-2.405853e+01,1.596858e-16,3.155819e-03,1.650865e-04,1.599156e-37,6.865479e-04,-5.406803e-22,-1.590146e-21,1.368312e-01,2.982752e+05,6.061052e+02,6.061052e+02,-1.832923e-09,1.109123e-01,1.243020e+05,1.247862e+05,8.173038e+04,1.233680e+00,0.000000e+00,1,1.260000e-01,6.000000e-03,1.000000e-01,0.000000e+00
3.502255e+02,3.502255e+02,6.994848e-10,3.775105e-01,-2.388657e+01,1.979697e-16,4.641054e-01,-2.387008e+01,1.978656e-16,3.155137e-03,1.787382e-04,1.815611e-37,7.135042e-04,-6.712410e-22,-2.142740e-21,1.363096e-01,3.012100e+05,6.078184e+02,6.078184e+02,-1.919358e-09,1.104920e-01,1.243016e+05,1.247858e+05,8.172966e+04,1.233652e+00,0.000000e+00,1,1.262400e-01,6.240000e-03,1.000000e-01,0.000000e+00
3.502323e+02,3.502323e+02,7.149024e-10,3.902042e-01,-2.369971e+01,2.262086e-16,4.769847e-01,-2.368250e+01,2.260949e-16,3.154274e-03,1.923548e-04,2.037459e-37,7.402416e-04,-7.597643e-22,-2.580381e-21,1.357884e-01,3.041271e+05,6.095197e+02,6.095197e+02,-2.021971e-09,1.100720e-01,1.243012e+05,1.247853e+05,8.172891e+04,1.233624e+00,0.000000e+00,1,1.264800e-01,6.480000e-03,1.000000e-01,0.000000e+00
3.502391e+02,3.502391e+02,7.298490e-10,4.034811e-01,-2.351374e+01,2.444801e-16,4.904601e-01,-2.349580e+01,2.443622e-16,3.153230e-03,2.059365e-04,2.264706e-37,7.667599e-04,-8.062017e-22,-2.902934e-21,1.352675e-01,3.070264e+05,6.112092e+02,6.112092e+02,-2.140780e-09,1.096522e-01,1.243008e+05,1.247847e+05,8.172810e+04,1.233596e+00,0.000000e+00,1,1.267200e-01,6.720000e-03,1.000000e-01,0.000000e+00
3.502458e+02,3.502458e+02,7.443244e-10,4.173419e-01,-2.332865e+01,2.527728e-16,5.045322e-01,-2.330996e+01,2.526561e-16,3.152004e-03,2.194831e-04,2.497358e-37,7.930589e-04,-8.105050e-22,-3.110269e-21,1.347469e-01,3.099080e+05,6.128870e+02,6.128870e+02,-2.275803e-09,1.092327e-01,1.243003e+05,1.247842e+05,8.172725e+04,1.233567e+00,0.000000e+00,1,1.269600e-01,6.960000e-03,1.000000e-01,0.000000e+00
3.502524e+02,3.502524e+02,7.583277e-10,4.317873e-01,-2.314443e+01,2.510752e-16,5.192016e-01,-2.312500e+01,2.509651e-16,3.150598e-03,2.329946e-04,2.735420e-37,8.191384e-04,-7.726258e-22,-3.202253e-21,1.342267e-01,3.127717e+05,6.145529e+02,6.145529e+02,-2.427060e-09,1.088135e-01,1.242998e+05,1.247836e+05,8.172635e+04,1.233539e+00,0.000000e+00,1,1.272000e-01,7.200000e-03,1.000000e-01,0.000000e+00
3.502589e+02,3.502589e+02,7.718587e-10,4.468178e-01,-2.296110e+01,2.393759e-16,5.344692e-01,-2.294090e+01,2.392778e-16,3.149009e-03,2.464710e-04,2.978901e-37,8.449980e-04,-6.925154e-22,-3.178753e-21,1.337069e-01,3.156176e+05,6.162068e+02,6.162068e+02,-2.594569e-09,1.083946e-01,1.242993e+05,1.247829e+05,8.172541e+04,1.233511e+00,0.000000e+00,1,1.274400e-01,7.440000e-03,1.000000e-01,0.000000e+00
3.502660e+02,3.502660e+02,7.813727e-10,4.599765e-01,-2.275899e+01,2.070205e-16,5.478782e-01,-2.273801e+01,2.069445e-16,3.147347e-03,2.606331e-04,3.288623e-37,8.706173e-04,-5.772383e-22,-2.957161e-21,1.331578e-01,3.187989e+05,6.180280e+02,6.180280e+02,-2.632000e-09,1.079521e-01,1.242987e+05,1.247823e+05,8.172448e+04,1.233480e+00,0.000000e+00,1,1.276800e-01,7.680000e-03,1.000000e-01,0.000000e+00
3.502744e+02,3.502744e+02,7.848879e-10,4.688388e-01,-2.251892e+01,1.422160e-16,5.570042e-01,-2.249714e+01,1.421773e-16,3.145712e-03,2.761979e-04,3.734885e-37,8.960004e-04,-4.323596e-22,-2.445445e-21,1.325504e-01,3.226580e+05,6.201896e+02,6.201896e+02,-2.364064e-09,1.074627e-01,1.242982e+05,1.247816e+05,8.172360e+04,1.233445e+00,0.000000e+00,1,1.279200e-01,7.920000e-03,1.000000e-01,0.000000e+00
3.502827e+02,3.502827e+02,7.901491e-10,4.782529e-01,-2.227983e+01,6.530327e-17,5.666949e-01,-2.225724e+01,6.530828e-17,3.143887e-03,2.917463e-04,4.202866e-37,9.211992e-04,-2.431017e-22,-1.800897e-21,1.319432e-01,3.264955e+05,6.223374e+02,6.223374e+02,-2.064025e-09,1.069734e-01,1.242976e+05,1.247810e+05,8.172268e+04,1.233410e+00,0.000000e+00,1,1.281600e-01,8.160000e-03,1.000000e-01,0.000000e+00
3.502908e+02,3.502908e+02,7.971581e-10,4.882196e-01,-2.204172e+01,-2.373171e-17,5.769509e-01,-2.201830e+01,-2.367650e-17,3.141872e-03,3.072780e-04,4.692589e-37,9.462135e-04,-9.413433e-24,-1.023362e-21,1.313360e-01,3.303112e+05,6.244714e+02,6.244714e+02,-1.731842e-09,1.064842e-01,1.242969e+05,1.247803e+05,8.172171e+04,1.233374e+00,0.000000e+00,1,1.284000e-01,8.400000e-03,1.000000e-01,0.000000e+00
3.502989e+02,3.502989e+02,8.059170e-10,4.987395e-01,-2.180457e+01,-1.249028e-16,5.877729e-01,-2.178032e+01,-1.247910e-16,3.139668e-03,3.227933e-04,5.204080e-37,9.710431e-04,2.687564e-22,-1.126883e-22,1.307291e-01,3.341051e+05,6.265916e+02,6.265916e+02,-1.367481e-09,1.059951e-01,1.242963e+05,1.247795e+05,8.172068e+04,1.233339e+00,0.000000e+00,1,1.286400e-01,8.640000e-03,1.000000e-01,0.000000e+00
3.503068e+02,3.503068e+02,8.164279e-10,5.098131e-01,-2.156841e+01,-2.382242e-16,5.991614e-01,-2.154332e+01,-2.380492e-16,3.137274e-03,3.382920e-04,5.737365e-37,9.956879e-04,5.914590e-22,9.312783e-22,1.301222e-01,3.378772e+05,6.286980e+02,6.286980e+02,-9.709041e-10,1.055061e-01,1.242955e+05,1.247788e+05,8.171961e+04,1.233304e+00,0.000000e+00,1,1.288800e-01,8.880000e-03,1.000000e-01,0.000000e+00
3.503147e+02,3.503147e+02,8.286926e-10,5.214411e-01,-2.133322e+01,-3.637096e-16,6.111173e-01,-2.130728e+01,-3.634650e-16,3.134690e-03,3.537741e-04,6.292468e-37,1.020147e-03,9.587457e-22,2.108691e-21,1.295155e-01,3.416275e+05,6.307905e+02,6.307905e+02,-5.420737e-10,1.050172e-01,1.242948e+05,1.247780e+05,8.171848e+04,1.233269e+00,0.000000e+00,1,1.291200e-01,9.120000e-03,1.000000e-01,0.000000e+00
3.503224e+02,3.503224e+02,8.427134e-10,5.336242e-01,-2.109902e+01,-5.013733e-16,6.236411e-01,-2.107221e+01,-5.010527e-16,3.131915e-03,3.692396e-04,6.869414e-37,1.044422e-03,1.370668e-21,3.419705e-21,1.289089e-01,3.453560e+05,6.328692e+02,6.328692e+02,-8.095277e-11,1.045283e-01,1.242940e+05,1.247772e+05,8.171731e+04,1.233234e+00,0.000000e+00,1,1.293600e-01,9.360000e-03,1.000000e-01,0.000000e+00
3.503321e+02,3.503321e+02,7.061283e-10,5.382742e-01,-2.079998e+01,-5.720469e-16,6.286396e-01,-2.077229e+01,-5.716857e-16,3.128994e-03,3.855762e-04,7.033363e-37,1.067282e-03,1.781930e-21,4.343335e-21,1.282346e-01,3.503238e+05,6.355040e+02,6.355040e+02,4.162169e-10,1.039849e-01,1.242933e+05,1.247764e+05,8.171634e+04,1.233194e+00,0.000000e+00,1,1.296000e-01,9.600000e-03,1.000000e-01,0.000000e+00
3.503419e+02,3.503419e+02,5.583535e-10,5.428140e-01,-2.049697e+01,-6.369013e-16,6.335404e-01,-2.046838e+01,-6.365045e-16,3.125882e-03,4.019971e-04,7.170354e-37,1.089921e-03,2.163319e-21,5.116075e-21,1.275548e-01,3.553628e+05,6.381672e+02,6.381672e+02,9.208509e-10,1.034372e-01,1.242926e+05,1.247757e+05,8.171533e+04,1.233152e+00,0.000000e+00,1,1.298400e-01,9.839999e-03,1.000000e-01,0.000000e+00
3.503516e+02,3.503516e+02,4.109702e-10,5.478600e-01,-2.019502e+01,-7.015398e-16,6.389602e-01,-2.016552e+01,-7.011094e-16,3.122575e-03,4.184358e-04,7.313010e-37,1.112434e-03,2.515650e-21,5.768563e-21,1.268748e-01,3.603767e+05,6.408154e+02,6.408154e+02,1.431747e-09,1.028892e-01,1.242919e+05,1.247749e+05,8.171427e+04,1.233111e+00,0.000000e+00,1,1.300800e-01,1.008000e-02,1.000000e-01,0.000000e+00
