# Source     : particleCollector
# Bins       : 30
# Total area : 0.00784591
# Geometry   :
#	Bin	(Centre_x Centre_y Centre_z)	Area
#	0	(0.00623339 0 -0.00202535)	3.13836e-05
#	1	(0.00385245 0 -0.00530244)	3.13836e-05
#	2	(4.91999e-19 0 -0.00655417)	3.13836e-05
#	3	(-0.00385245 0 -0.00530244)	3.13836e-05
#	4	(-0.00623339 0 -0.00202535)	3.13836e-05
#	5	(-0.00623339 0 0.00202535)	3.13836e-05
#	6	(-0.00385245 0 0.00530244)	3.13836e-05
#	7	(-8.43426e-19 0 0.00655417)	3.13836e-05
#	8	(0.00385245 0 0.00530244)	3.13836e-05
#	9	(0.00623339 0 0.00202535)	3.13836e-05
#	10	(0.0173644 0 -0.00564205)	0.000164764
#	11	(0.0107318 0 -0.0147711)	0.000164764
#	12	(1.71363e-18 0 -0.0182581)	0.000164764
#	13	(-0.0107318 0 -0.0147711)	0.000164764
#	14	(-0.0173644 0 -0.00564205)	0.000164764
#	15	(-0.0173644 0 0.00564205)	0.000164764
#	16	(-0.0107318 0 0.0147711)	0.000164764
#	17	(-2.57044e-18 0 0.0182581)	0.000164764
#	18	(0.0107318 0 0.0147711)	0.000164764
#	19	(0.0173644 0 0.00564205)	0.000164764
#	20	(0.0363614 0 -0.0118145)	0.000588443
#	21	(0.0224726 0 -0.0309309)	0.000588443
#	22	(3.59862e-18 0 -0.0382327)	0.000588443
#	23	(-0.0224726 0 -0.0309309)	0.000588443
#	24	(-0.0363614 0 -0.0118145)	0.000588443
#	25	(-0.0363614 0 0.0118145)	0.000588443
#	26	(-0.0224726 0 0.0309309)	0.000588443
#	27	(-6.2376e-18 0 0.0382327)	0.000588443
#	28	(0.0224726 0 0.0309309)	0.000588443
#	29	(0.0363614 0 0.0118145)	0.000588443
#
# Output format:
#	Time	bin_0	mass[0]	massFlowRate[0]
#	Time	bin_1	mass[1]	massFlowRate[1]
#	Time	bin_2	mass[2]	massFlowRate[2]
#	Time	bin_3	mass[3]	massFlowRate[3]
#	Time	bin_4	mass[4]	massFlowRate[4]
#	Time	bin_5	mass[5]	massFlowRate[5]
#	Time	bin_6	mass[6]	massFlowRate[6]
#	Time	bin_7	mass[7]	massFlowRate[7]
#	Time	bin_8	mass[8]	massFlowRate[8]
#	Time	bin_9	mass[9]	massFlowRate[9]
#	Time	bin_10	mass[10]	massFlowRate[10]
#	Time	bin_11	mass[11]	massFlowRate[11]
#	Time	bin_12	mass[12]	massFlowRate[12]
#	Time	bin_13	mass[13]	massFlowRate[13]
#	Time	bin_14	mass[14]	massFlowRate[14]
#	Time	bin_15	mass[15]	massFlowRate[15]
#	Time	bin_16	mass[16]	massFlowRate[16]
#	Time	bin_17	mass[17]	massFlowRate[17]
#	Time	bin_18	mass[18]	massFlowRate[18]
#	Time	bin_19	mass[19]	massFlowRate[19]
#	Time	bin_20	mass[20]	massFlowRate[20]
#	Time	bin_21	mass[21]	massFlowRate[21]
#	Time	bin_22	mass[22]	massFlowRate[22]
#	Time	bin_23	mass[23]	massFlowRate[23]
#	Time	bin_24	mass[24]	massFlowRate[24]
#	Time	bin_25	mass[25]	massFlowRate[25]
#	Time	bin_26	mass[26]	massFlowRate[26]
#	Time	bin_27	mass[27]	massFlowRate[27]
#	Time	bin_28	mass[28]	massFlowRate[28]
#	Time	bin_29	mass[29]	massFlowRate[29]
0.226	11	0	0
0.226	12	0	0
0.226	13	0	0
0.226	14	0	0
0.226	15	2.32431e-05	9.89456e-06
0.226	16	0	0
0.226	17	0	0
0.226	18	0	0
0.226	19	0	0
0.226	20	1.65475e-05	7.84784e-06
0.226	21	0	0
0.226	22	0	0
0.226	23	0	0
0.226	24	0	0
0.226	25	8.31632e-06	3.99204e-06
0.226	26	0	0
0.226	27	0	0
0.226	28	0	0
0.226	29	0	0
0.2265	0	1.25358e-05	5.33782e-06
0.2265	1	0	0
0.2265	2	0	0
0.2265	3	0	0
0.2265	4	3.3982e-07	1.3214e-07
0.2265	5	3.05727e-05	1.26262e-05
0.2265	6	0	0
0.2265	7	0	0
0.2265	8	0	0
0.2265	9	8.20802e-08	2.45625e-08
0.2265	10	2.51182e-05	1.10408e-05
0.2265	11	0	0
0.2265	12	0	0
0.2265	13	0	0
0.2265	14	0	0
0.2265	15	2.32431e-05	9.89456e-06
0.2265	16	0	0
0.2265	17	0	0
0.2265	18	0	0
0.2265	19	0	0
0.2265	20	1.65475e-05	7.84784e-06
0.2265	21	0	0
0.2265	22	0	0
0.2265	23	0	0
0.2265	24	0	0
0.2265	25	8.31632e-06	3.99204e-06
0.2265	26	0	0
0.2265	27	0	0
0.2265	28	0	0
0.2265	29	0	0
0.227	0	1.25358e-05	5.33782e-06
0.227	1	0	0
0.227	2	0	0
0.227	3	0	0
0.227	4	3.3982e-07	1.3214e-07
0.227	5	3.05727e-05	1.26262e-05
0.227	6	0	0
0.227	7	0	0
0.227	8	0	0
0.227	9	8.20802e-08	2.45625e-08
0.227	10	2.51182e-05	1.10408e-05
0.227	11	0	0
0.227	12	0	0
0.227	13	0	0
0.227	14	0	0
0.227	15	2.32431e-05	9.89456e-06
0.227	16	0	0
0.227	17	0	0
0.227	18	0	0
0.227	19	0	0
0.227	20	1.65475e-05	7.84784e-06
0.227	21	0	0
0.227	22	0	0
0.227	23	0	0
0.227	24	0	0
0.227	25	8.31632e-06	3.99204e-06
0.227	26	0	0
0.227	27	0	0
0.227	28	0	0
0.227	29	0	0
0.2275	0	1.25358e-05	5.33782e-06
0.2275	1	0	0
0.2275	2	0	0
0.2275	3	0	0
0.2275	4	3.3982e-07	1.3214e-07
0.2275	5	3.05727e-05	1.26262e-05
0.2275	6	0	0
0.2275	7	0	0
0.2275	8	0	0
0.2275	9	8.20802e-08	2.45625e-08
0.2275	10	2.51182e-05	1.10408e-05
0.2275	11	0	0
0.2275	12	0	0
0.2275	13	0	0
0.2275	14	0	0
0.2275	15	2.32431e-05	9.89456e-06
0.2275	16	0	0
0.2275	17	0	0
0.2275	18	0	0
0.2275	19	0	0
0.2275	20	1.65475e-05	7.84784e-06
0.2275	21	0	0
0.2275	22	0	0
0.2275	23	0	0
0.2275	24	0	0
0.2275	25	8.31632e-06	3.99204e-06
0.2275	26	0	0
0.2275	27	0	0
0.2275	28	0	0
0.2275	29	0	0
0.228	0	1.25358e-05	5.33782e-06
0.228	1	0	0
0.228	2	0	0
0.228	3	0	0
0.228	4	3.3982e-07	1.3214e-07
0.228	5	3.05727e-05	1.26262e-05
0.228	6	0	0
0.228	7	0	0
0.228	8	0	0
0.228	9	8.20802e-08	2.45625e-08
0.228	10	2.51182e-05	1.10408e-05
0.228	11	0	0
0.228	12	0	0
0.228	13	0	0
0.228	14	0	0
0.228	15	2.32431e-05	9.89456e-06
0.228	16	0	0
0.228	17	0	0
0.228	18	0	0
0.228	19	0	0
0.228	20	1.65475e-05	7.84784e-06
0.228	21	0	0
0.228	22	0	0
0.228	23	0	0
0.228	24	0	0
0.228	25	8.31632e-06	3.99204e-06
0.228	26	0	0
0.228	27	0	0
0.228	28	0	0
0.228	29	0	0
0.2285	0	1.25358e-05	5.33782e-06
0.2285	1	0	0
0.2285	2	0	0
0.2285	3	0	0
0.2285	4	3.3982e-07	1.3214e-07
0.2285	5	3.05727e-05	1.26262e-05
0.2285	6	0	0
0.2285	7	0	0
0.2285	8	0	0
0.2285	9	8.20802e-08	2.45625e-08
0.2285	10	2.51182e-05	1.10408e-05
0.2285	11	0	0
0.2285	12	0	0
0.2285	13	0	0
0.2285	14	0	0
0.2285	15	2.32431e-05	9.89456e-06
0.2285	16	0	0
0.2285	17	0	0
0.2285	18	0	0
0.2285	19	0	0
0.2285	20	1.65475e-05	7.84784e-06
0.2285	21	0	0
0.2285	22	0	0
0.2285	23	0	0
0.2285	24	0	0
0.2285	25	8.31632e-06	3.99204e-06
0.2285	26	0	0
0.2285	27	0	0
0.2285	28	0	0
0.2285	29	0	0
0.229	0	1.25358e-05	5.33782e-06
0.229	1	0	0
0.229	2	0	0
0.229	3	0	0
0.229	4	3.3982e-07	1.3214e-07
0.229	5	3.05727e-05	1.26262e-05
0.229	6	0	0
0.229	7	0	0
0.229	8	0	0
0.229	9	8.20802e-08	2.45625e-08
0.229	10	2.51182e-05	1.10408e-05
0.229	11	0	0
0.229	12	0	0
0.229	13	0	0
0.229	14	0	0
0.229	15	2.32431e-05	9.89456e-06
0.229	16	0	0
0.229	17	0	0
0.229	18	0	0
0.229	19	0	0
0.229	20	1.65475e-05	7.84784e-06
0.229	21	0	0
0.229	22	0	0
0.229	23	0	0
0.229	24	0	0
0.229	25	8.31632e-06	3.99204e-06
0.229	26	0	0
0.229	27	0	0
0.229	28	0	0
0.229	29	0	0
0.2295	0	1.25358e-05	5.33782e-06
0.2295	1	0	0
0.2295	2	0	0
0.2295	3	0	0
0.2295	4	3.3982e-07	1.3214e-07
0.2295	5	3.05727e-05	1.26262e-05
0.2295	6	0	0
0.2295	7	0	0
0.2295	8	0	0
0.2295	9	8.20802e-08	2.45625e-08
0.2295	10	2.51182e-05	1.10408e-05
0.2295	11	0	0
0.2295	12	0	0
0.2295	13	0	0
0.2295	14	0	0
0.2295	15	2.32431e-05	9.89456e-06
0.2295	16	0	0
0.2295	17	0	0
0.2295	18	0	0
0.2295	19	0	0
0.2295	20	1.65475e-05	7.84784e-06
0.2295	21	0	0
0.2295	22	0	0
0.2295	23	0	0
0.2295	24	0	0
0.2295	25	8.31632e-06	3.99204e-06
0.2295	26	0	0
0.2295	27	0	0
0.2295	28	0	0
0.2295	29	0	0
0.23	0	1.25358e-05	5.33782e-06
0.23	1	0	0
0.23	2	0	0
0.23	3	0	0
0.23	4	3.3982e-07	1.3214e-07
0.23	5	3.05727e-05	1.26262e-05
0.23	6	0	0
0.23	7	0	0
0.23	8	0	0
0.23	9	8.20802e-08	2.45625e-08
0.23	10	2.51182e-05	1.10408e-05
0.23	11	0	0
0.23	12	0	0
0.23	13	0	0
0.23	14	0	0
0.23	15	2.32431e-05	9.89456e-06
0.23	16	0	0
0.23	17	0	0
0.23	18	0	0
0.23	19	0	0
0.23	20	1.65475e-05	7.84784e-06
0.23	21	0	0
0.23	22	0	0
0.23	23	0	0
0.23	24	0	0
0.23	25	8.31632e-06	3.99204e-06
0.23	26	0	0
0.23	27	0	0
0.23	28	0	0
0.23	29	0	0
0.2305	0	1.25358e-05	5.33782e-06
0.2305	1	0	0
0.2305	2	0	0
0.2305	3	0	0
0.2305	4	3.3982e-07	1.3214e-07
0.2305	5	3.05727e-05	1.26262e-05
0.2305	6	0	0
0.2305	7	0	0
0.2305	8	0	0
0.2305	9	8.20802e-08	2.45625e-08
0.2305	10	2.51182e-05	1.10408e-05
0.2305	11	0	0
0.2305	12	0	0
0.2305	13	0	0
0.2305	14	0	0
0.2305	15	2.32431e-05	9.89456e-06
0.2305	16	0	0
0.2305	17	0	0
0.2305	18	0	0
0.2305	19	0	0
0.2305	20	1.65475e-05	7.84784e-06
0.2305	21	0	0
0.2305	22	0	0
0.2305	23	0	0
0.2305	24	0	0
0.2305	25	8.31632e-06	3.99204e-06
0.2305	26	0	0
0.2305	27	0	0
0.2305	28	0	0
0.2305	29	0	0
0.231	0	1.25358e-05	5.33782e-06
0.231	1	0	0
0.231	2	0	0
0.231	3	0	0
0.231	4	3.3982e-07	1.3214e-07
0.231	5	3.05727e-05	1.26262e-05
0.231	6	0	0
0.231	7	0	0
0.231	8	0	0
0.231	9	8.20802e-08	2.45625e-08
0.231	10	2.51182e-05	1.10408e-05
0.231	11	0	0
0.231	12	0	0
0.231	13	0	0
0.231	14	0	0
0.231	15	2.32431e-05	9.89456e-06
0.231	16	0	0
0.231	17	0	0
0.231	18	0	0
0.231	19	0	0
0.231	20	1.65475e-05	7.84784e-06
0.231	21	0	0
0.231	22	0	0
0.231	23	0	0
0.231	24	0	0
0.231	25	8.31632e-06	3.99204e-06
0.231	26	0	0
0.231	27	0	0
0.231	28	0	0
0.231	29	0	0
0.2315	0	1.25358e-05	5.33782e-06
0.2315	1	0	0
0.2315	2	0	0
0.2315	3	0	0
0.2315	4	3.3982e-07	1.3214e-07
0.2315	5	3.05727e-05	1.26262e-05
0.2315	6	0	0
0.2315	7	0	0
0.2315	8	0	0
0.2315	9	8.20802e-08	2.45625e-08
0.2315	10	2.51182e-05	1.10408e-05
0.2315	11	0	0
0.2315	12	0	0
0.2315	13	0	0
0.2315	14	0	0
0.2315	15	2.32431e-05	9.89456e-06
0.2315	16	0	0
0.2315	17	0	0
0.2315	18	0	0
0.2315	19	0	0
0.2315	20	1.65475e-05	7.84784e-06
0.2315	21	0	0
0.2315	22	0	0
0.2315	23	0	0
0.2315	24	0	0
0.2315	25	8.31632e-06	3.99204e-06
0.2315	26	0	0
0.2315	27	0	0
0.2315	28	0	0
0.2315	29	0	0
0.232	0	1.25358e-05	5.33782e-06
0.232	1	0	0
0.232	2	0	0
0.232	3	0	0
0.232	4	3.3982e-07	1.3214e-07
0.232	5	3.05727e-05	1.26262e-05
0.232	6	0	0
0.232	7	0	0
0.232	8	0	0
0.232	9	8.20802e-08	2.45625e-08
0.232	10	2.51182e-05	1.10408e-05
0.232	11	0	0
0.232	12	0	0
0.232	13	0	0
0.232	14	0	0
0.232	15	2.32431e-05	9.89456e-06
0.232	16	0	0
0.232	17	0	0
0.232	18	0	0
0.232	19	0	0
0.232	20	1.65475e-05	7.84784e-06
0.232	21	0	0
0.232	22	0	0
0.232	23	0	0
0.232	24	0	0
0.232	25	8.31632e-06	3.99204e-06
0.232	26	0	0
0.232	27	0	0
0.232	28	0	0
0.232	29	0	0
0.2325	0	1.25358e-05	5.33782e-06
0.2325	1	0	0
0.2325	2	0	0
0.2325	3	0	0
0.2325	4	3.3982e-07	1.3214e-07
0.2325	5	3.05727e-05	1.26262e-05
0.2325	6	0	0
0.2325	7	0	0
0.2325	8	0	0
0.2325	9	8.20802e-08	2.45625e-08
0.2325	10	2.51182e-05	1.10408e-05
0.2325	11	0	0
0.2325	12	0	0
0.2325	13	0	0
0.2325	14	0	0
0.2325	15	2.32431e-05	9.89456e-06
0.2325	16	0	0
0.2325	17	0	0
0.2325	18	0	0
0.2325	19	0	0
0.2325	20	1.65475e-05	7.84784e-06
0.2325	21	0	0
0.2325	22	0	0
0.2325	23	0	0
0.2325	24	0	0
0.2325	25	8.31632e-06	3.99204e-06
0.2325	26	0	0
0.2325	27	0	0
0.2325	28	0	0
0.2325	29	0	0
0.233	0	1.25358e-05	5.33782e-06
0.233	1	0	0
0.233	2	0	0
0.233	3	0	0
0.233	4	3.3982e-07	1.3214e-07
0.233	5	3.05727e-05	1.26262e-05
0.233	6	0	0
0.233	7	0	0
0.233	8	0	0
0.233	9	8.20802e-08	2.45625e-08
0.233	10	2.51182e-05	1.10408e-05
0.233	11	0	0
0.233	12	0	0
0.233	13	0	0
0.233	14	0	0
0.233	15	2.32431e-05	9.89456e-06
0.233	16	0	0
0.233	17	0	0
0.233	18	0	0
0.233	19	0	0
0.233	20	1.65475e-05	7.84784e-06
0.233	21	0	0
0.233	22	0	0
0.233	23	0	0
0.233	24	0	0
0.233	25	8.31632e-06	3.99204e-06
0.233	26	0	0
0.233	27	0	0
0.233	28	0	0
0.233	29	0	0
0.2335	0	1.25358e-05	5.33782e-06
0.2335	1	0	0
0.2335	2	0	0
0.2335	3	0	0
0.2335	4	3.3982e-07	1.3214e-07
0.2335	5	3.05727e-05	1.26262e-05
0.2335	6	0	0
0.2335	7	0	0
0.2335	8	0	0
0.2335	9	8.20802e-08	2.45625e-08
0.2335	10	2.51182e-05	1.10408e-05
0.2335	11	0	0
0.2335	12	0	0
0.2335	13	0	0
0.2335	14	0	0
0.2335	15	2.32431e-05	9.89456e-06
0.2335	16	0	0
0.2335	17	0	0
0.2335	18	0	0
0.2335	19	0	0
0.2335	20	1.65475e-05	7.84784e-06
0.2335	21	0	0
0.2335	22	0	0
0.2335	23	0	0
0.2335	24	0	0
0.2335	25	8.31632e-06	3.99204e-06
0.2335	26	0	0
0.2335	27	0	0
0.2335	28	0	0
0.2335	29	0	0
0.234	0	1.25358e-05	5.33782e-06
0.234	1	0	0
0.234	2	0	0
0.234	3	0	0
0.234	4	3.3982e-07	1.3214e-07
0.234	5	3.05727e-05	1.26262e-05
0.234	6	0	0
0.234	7	0	0
0.234	8	0	0
0.234	9	8.20802e-08	2.45625e-08
0.234	10	2.51182e-05	1.10408e-05
0.234	11	0	0
0.234	12	0	0
0.234	13	0	0
0.234	14	0	0
0.234	15	2.32431e-05	9.89456e-06
0.234	16	0	0
0.234	17	0	0
0.234	18	0	0
0.234	19	0	0
0.234	20	1.65475e-05	7.84784e-06
0.234	21	0	0
0.234	22	0	0
0.234	23	0	0
0.234	24	0	0
0.234	25	8.31632e-06	3.99204e-06
0.234	26	0	0
0.234	27	0	0
0.234	28	0	0
0.234	29	0	0
0.2345	0	1.25358e-05	5.33782e-06
0.2345	1	0	0
0.2345	2	0	0
0.2345	3	0	0
0.2345	4	3.3982e-07	1.3214e-07
0.2345	5	3.05727e-05	1.26262e-05
0.2345	6	0	0
0.2345	7	0	0
0.2345	8	0	0
0.2345	9	8.20802e-08	2.45625e-08
0.2345	10	2.51182e-05	1.10408e-05
0.2345	11	0	0
0.2345	12	0	0
0.2345	13	0	0
0.2345	14	0	0
0.2345	15	2.32431e-05	9.89456e-06
0.2345	16	0	0
0.2345	17	0	0
0.2345	18	0	0
0.2345	19	0	0
0.2345	20	1.65475e-05	7.84784e-06
0.2345	21	0	0
0.2345	22	0	0
0.2345	23	0	0
0.2345	24	0	0
0.2345	25	8.31632e-06	3.99204e-06
0.2345	26	0	0
0.2345	27	0	0
0.2345	28	0	0
0.2345	29	0	0
0.235	0	1.25358e-05	5.33782e-06
0.235	1	0	0
0.235	2	0	0
0.235	3	0	0
0.235	4	3.3982e-07	1.3214e-07
0.235	5	3.05727e-05	1.26262e-05
0.235	6	0	0
0.235	7	0	0
0.235	8	0	0
0.235	9	8.20802e-08	2.45625e-08
0.235	10	2.51182e-05	1.10408e-05
0.235	11	0	0
0.235	12	0	0
0.235	13	0	0
0.235	14	0	0
0.235	15	2.32431e-05	9.89456e-06
0.235	16	0	0
0.235	17	0	0
0.235	18	0	0
0.235	19	0	0
0.235	20	1.65475e-05	7.84784e-06
0.235	21	0	0
0.235	22	0	0
0.235	23	0	0
0.235	24	0	0
0.235	25	8.31632e-06	3.99204e-06
0.235	26	0	0
0.235	27	0	0
0.235	28	0	0
0.235	29	0	0
0.2355	0	1.25358e-05	5.33782e-06
0.2355	1	0	0
0.2355	2	0	0
0.2355	3	0	0
0.2355	4	3.3982e-07	1.3214e-07
0.2355	5	3.05727e-05	1.26262e-05
0.2355	6	0	0
0.2355	7	0	0
0.2355	8	0	0
0.2355	9	8.20802e-08	2.45625e-08
0.2355	10	2.51182e-05	1.10408e-05
0.2355	11	0	0
0.2355	12	0	0
0.2355	13	0	0
0.2355	14	0	0
0.2355	15	2.32431e-05	9.89456e-06
0.2355	16	0	0
0.2355	17	0	0
0.2355	18	0	0
0.2355	19	0	0
0.2355	20	1.65475e-05	7.84784e-06
0.2355	21	0	0
0.2355	22	0	0
0.2355	23	0	0
0.2355	24	0	0
0.2355	25	8.31632e-06	3.99204e-06
0.2355	26	0	0
0.2355	27	0	0
0.2355	28	0	0
0.2355	29	0	0
0.236	0	1.25358e-05	5.33782e-06
0.236	1	0	0
0.236	2	0	0
0.236	3	0	0
0.236	4	3.3982e-07	1.3214e-07
0.236	5	3.05727e-05	1.26262e-05
0.236	6	0	0
0.236	7	0	0
0.236	8	0	0
0.236	9	8.20802e-08	2.45625e-08
0.236	10	2.51182e-05	1.10408e-05
0.236	11	0	0
0.236	12	0	0
0.236	13	0	0
0.236	14	0	0
0.236	15	2.32431e-05	9.89456e-06
0.236	16	0	0
0.236	17	0	0
0.236	18	0	0
0.236	19	0	0
0.236	20	1.65475e-05	7.84784e-06
0.236	21	0	0
0.236	22	0	0
0.236	23	0	0
0.236	24	0	0
0.236	25	8.31632e-06	3.99204e-06
0.236	26	0	0
0.236	27	0	0
0.236	28	0	0
0.236	29	0	0
0.2365	0	1.25358e-05	5.33782e-06
0.2365	1	0	0
0.2365	2	0	0
0.2365	3	0	0
0.2365	4	3.3982e-07	1.3214e-07
0.2365	5	3.05727e-05	1.26262e-05
0.2365	6	0	0
0.2365	7	0	0
0.2365	8	0	0
0.2365	9	8.20802e-08	2.45625e-08
0.2365	10	2.51182e-05	1.10408e-05
0.2365	11	0	0
0.2365	12	0	0
0.2365	13	0	0
0.2365	14	0	0
0.2365	15	2.32431e-05	9.89456e-06
0.2365	16	0	0
0.2365	17	0	0
0.2365	18	0	0
0.2365	19	0	0
0.2365	20	1.65475e-05	7.84784e-06
0.2365	21	0	0
0.2365	22	0	0
0.2365	23	0	0
0.2365	24	0	0
0.2365	25	8.31632e-06	3.99204e-06
0.2365	26	0	0
0.2365	27	0	0
0.2365	28	0	0
0.2365	29	0	0
0.237	0	1.25358e-05	5.33782e-06
0.237	1	0	0
0.237	2	0	0
0.237	3	0	0
0.237	4	3.3982e-07	1.3214e-07
0.237	5	3.05727e-05	1.26262e-05
0.237	6	0	0
0.237	7	0	0
0.237	8	0	0
0.237	9	8.20802e-08	2.45625e-08
0.237	10	2.51182e-05	1.10408e-05
0.237	11	0	0
0.237	12	0	0
0.237	13	0	0
0.237	14	0	0
0.237	15	2.32431e-05	9.89456e-06
0.237	16	0	0
0.237	17	0	0
0.237	18	0	0
0.237	19	0	0
0.237	20	1.65475e-05	7.84784e-06
0.237	21	0	0
0.237	22	0	0
0.237	23	0	0
0.237	24	0	0
0.237	25	8.31632e-06	3.99204e-06
0.237	26	0	0
0.237	27	0	0
0.237	28	0	0
0.237	29	0	0
0.2375	0	1.25358e-05	5.33782e-06
0.2375	1	0	0
0.2375	2	0	0
0.2375	3	0	0
0.2375	4	3.3982e-07	1.3214e-07
0.2375	5	3.05727e-05	1.26262e-05
0.2375	6	0	0
0.2375	7	0	0
0.2375	8	0	0
0.2375	9	8.20802e-08	2.45625e-08
0.2375	10	2.51182e-05	1.10408e-05
0.2375	11	0	0
0.2375	12	0	0
0.2375	13	0	0
0.2375	14	0	0
0.2375	15	2.32431e-05	9.89456e-06
0.2375	16	0	0
0.2375	17	0	0
0.2375	18	0	0
0.2375	19	0	0
0.2375	20	1.65475e-05	7.84784e-06
0.2375	21	0	0
0.2375	22	0	0
0.2375	23	0	0
0.2375	24	0	0
0.2375	25	8.31632e-06	3.99204e-06
0.2375	26	0	0
0.2375	27	0	0
0.2375	28	0	0
0.2375	29	0	0
0.238	0	1.25358e-05	5.33782e-06
0.238	1	0	0
0.238	2	0	0
0.238	3	0	0
0.238	4	3.3982e-07	1.3214e-07
0.238	5	3.05727e-05	1.26262e-05
0.238	6	0	0
0.238	7	0	0
0.238	8	0	0
0.238	9	8.20802e-08	2.45625e-08
0.238	10	2.51182e-05	1.10408e-05
0.238	11	0	0
0.238	12	0	0
0.238	13	0	0
0.238	14	0	0
0.238	15	2.32431e-05	9.89456e-06
0.238	16	0	0
0.238	17	0	0
0.238	18	0	0
0.238	19	0	0
0.238	20	1.65475e-05	7.84784e-06
0.238	21	0	0
0.238	22	0	0
0.238	23	0	0
0.238	24	0	0
0.238	25	8.31632e-06	3.99204e-06
0.238	26	0	0
0.238	27	0	0
0.238	28	0	0
0.238	29	0	0
0.2385	0	1.25358e-05	5.33782e-06
0.2385	1	0	0
0.2385	2	0	0
0.2385	3	0	0
0.2385	4	3.3982e-07	1.3214e-07
0.2385	5	3.05727e-05	1.26262e-05
0.2385	6	0	0
0.2385	7	0	0
0.2385	8	0	0
0.2385	9	8.20802e-08	2.45625e-08
0.2385	10	2.51182e-05	1.10408e-05
0.2385	11	0	0
0.2385	12	0	0
0.2385	13	0	0
0.2385	14	0	0
0.2385	15	2.32431e-05	9.89456e-06
0.2385	16	0	0
0.2385	17	0	0
0.2385	18	0	0
0.2385	19	0	0
0.2385	20	1.65475e-05	7.84784e-06
0.2385	21	0	0
0.2385	22	0	0
0.2385	23	0	0
0.2385	24	0	0
0.2385	25	8.31632e-06	3.99204e-06
0.2385	26	0	0
0.2385	27	0	0
0.2385	28	0	0
0.2385	29	0	0
0.239	0	1.25358e-05	5.33782e-06
0.239	1	0	0
0.239	2	0	0
0.239	3	0	0
0.239	4	3.3982e-07	1.3214e-07
0.239	5	3.05727e-05	1.26262e-05
0.239	6	0	0
0.239	7	0	0
0.239	8	0	0
0.239	9	8.20802e-08	2.45625e-08
0.239	10	2.51182e-05	1.10408e-05
0.239	11	0	0
0.239	12	0	0
0.239	13	0	0
0.239	14	0	0
0.239	15	2.32431e-05	9.89456e-06
0.239	16	0	0
0.239	17	0	0
0.239	18	0	0
0.239	19	0	0
0.239	20	1.65475e-05	7.84784e-06
0.239	21	0	0
0.239	22	0	0
0.239	23	0	0
0.239	24	0	0
0.239	25	8.31632e-06	3.99204e-06
0.239	26	0	0
0.239	27	0	0
0.239	28	0	0
0.239	29	0	0
0.2395	0	1.25358e-05	5.33782e-06
0.2395	1	0	0
0.2395	2	0	0
0.2395	3	0	0
0.2395	4	3.3982e-07	1.3214e-07
0.2395	5	3.05727e-05	1.26262e-05
0.2395	6	0	0
0.2395	7	0	0
0.2395	8	0	0
0.2395	9	8.20802e-08	2.45625e-08
0.2395	10	2.51182e-05	1.10408e-05
0.2395	11	0	0
0.2395	12	0	0
0.2395	13	0	0
0.2395	14	0	0
0.2395	15	2.32431e-05	9.89456e-06
0.2395	16	0	0
0.2395	17	0	0
0.2395	18	0	0
0.2395	19	0	0
0.2395	20	1.65475e-05	7.84784e-06
0.2395	21	0	0
0.2395	22	0	0
0.2395	23	0	0
0.2395	24	0	0
0.2395	25	8.31632e-06	3.99204e-06
0.2395	26	0	0
0.2395	27	0	0
0.2395	28	0	0
0.2395	29	0	0
0.24	0	1.25358e-05	5.33782e-06
0.24	1	0	0
0.24	2	0	0
0.24	3	0	0
0.24	4	3.3982e-07	1.3214e-07
0.24	5	3.05727e-05	1.26262e-05
0.24	6	0	0
0.24	7	0	0
0.24	8	0	0
0.24	9	8.20802e-08	2.45625e-08
0.24	10	2.51182e-05	1.10408e-05
0.24	11	0	0
0.24	12	0	0
0.24	13	0	0
0.24	14	0	0
0.24	15	2.32431e-05	9.89456e-06
0.24	16	0	0
0.24	17	0	0
0.24	18	0	0
0.24	19	0	0
0.24	20	1.65475e-05	7.84784e-06
0.24	21	0	0
0.24	22	0	0
0.24	23	0	0
0.24	24	0	0
0.24	25	8.31632e-06	3.99204e-06
0.24	26	0	0
0.24	27	0	0
0.24	28	0	0
0.24	29	0	0
0.2405	0	1.25358e-05	5.33782e-06
0.2405	1	0	0
0.2405	2	0	0
0.2405	3	0	0
0.2405	4	3.3982e-07	1.3214e-07
0.2405	5	3.05727e-05	1.26262e-05
0.2405	6	0	0
0.2405	7	0	0
0.2405	8	0	0
0.2405	9	8.20802e-08	2.45625e-08
0.2405	10	2.51182e-05	1.10408e-05
0.2405	11	0	0
0.2405	12	0	0
0.2405	13	0	0
0.2405	14	0	0
0.2405	15	2.32431e-05	9.89456e-06
0.2405	16	0	0
0.2405	17	0	0
0.2405	18	0	0
0.2405	19	0	0
0.2405	20	1.65475e-05	7.84784e-06
0.2405	21	0	0
0.2405	22	0	0
0.2405	23	0	0
0.2405	24	0	0
0.2405	25	8.31632e-06	3.99204e-06
0.2405	26	0	0
0.2405	27	0	0
0.2405	28	0	0
0.2405	29	0	0
0.241	0	1.25358e-05	5.33782e-06
0.241	1	0	0
0.241	2	0	0
0.241	3	0	0
0.241	4	3.3982e-07	1.3214e-07
0.241	5	3.05727e-05	1.26262e-05
0.241	6	0	0
0.241	7	0	0
0.241	8	0	0
